Start;End;Value;Absolute
7,76271186440678;7,02146892655367;1,00365644920407;1,00365644920407
4,49039548022599;3,6045197740113;2,85764955075318;2,85764955075318
2,66440677966102;2,04971751412429;2,83378472579596;2,83378472579596
2,04971751412429;1,50734463276836;6,65653981775775;6,65653981775775
1,50734463276836;1,03728813559322;8,54625707417062;8,54625707417062
